ID,NAME,DESCRIPTION
ukbench00723,Bermuda Shorts,"Knee-length shorts in woven stretch fabric with a regular waist, concealed side zip, and slim legs."
ukbench00724,3/4-length Yoga Tights,3/4-length yoga tights in fast-drying functional fabric. Elasticized waistband with concealed mesh key pocket.
ukbench00725,Headband,Headband in fast-drying functional fabric. Silicone trim inside to keep headband in place. Seamless. Width 1 1/2 in.
ukbench00726,Textured-weave Jacket,"Fitted jacket in textured woven fabric with decorative piping. Welt pockets at front, long sleeves with slit at cuffs, and hook-and-eye fastener. Lined."
ukbench00727,Denim Dress,"Short, sleeveless dress in soft washed denim with a slightly lower-cut neckline and flared skirt."
ukbench00728,Slacks Tapered fit,"Slacks in washed stretch cotton twill. Shaped, tapered legs, side pockets, and welt back pockets with button."
ukbench00729,Suit Pants,"Suit pants in woven stretch fabric with a regular waist and tapered legs. Hook-and-eye fastener, side pockets, and welt back pocket."
ukbench00730,Strapless Jumpsuit,"CONSCIOUS. Strapless jumpsuit in woven fabric. Bodice with boning, silicone trim inside upper edge, and seam at waist. Side pockets, short legs, and visible back zip. Unlined. Cotton content is organic."
ukbench00731,Off-the-shoulder Top,"Fitted, off-the-shoulder rib-knit top with short sleeves."
ukbench00732,Swimsuit,"Swimsuit with double shoulder straps that cross at back. Low-cut, rounded back neckline and contrasting glossy sections. Fully lined."
ukbench00733,Textured-weave Jacket,"Long, straight-cut jacket in textured woven fabric. Dropped shoulders, drawstring at waist with ties, side-seam pockets, and 3/4-length sleeves. Unlined."
ukbench00734,Lace Balconette Bra,"Lace-covered balconette bra with contrasting trim. Narrow, adjustable shoulder straps, and padded underwire cups with removable inserts for lifting and shaping."
ukbench00735,Lace Briefs,Briefs in lace with contrasting trim and lined gusset.
ukbench00736,Lace-trimmed Shorts,Short shorts in imitation leather with lace trim and visible back zip. Unlined.
ukbench00737,Satin Blouse,"V-neck blouse in woven satin fabric. Short sleeves, hemstitch embroidery at top, and rounded hem."
ukbench00738,Thong in Lace,Thong in lace and mesh. Lined gusset.
ukbench00739,3/4-length Sports Pants,3/4-length sports pants in fast-drying functional fabric. Wide elastication and drawstring at waist and a low gusset.
ukbench00740,Lace Dress,"Short, fitted dress in mesh and lace. Narrow-cut top section, tie at neckline, seam at waist, and open back. Jersey lining."
ukbench00741,Jersey Top,"Wide-cut top in soft, airy jersey. V-neck and buttons at front, 3/4-length puff sleeves, seam at yoke, and rounded hem with short slits at sides."
ukbench00742,Jersey Top,"Wide-cut top in soft, airy jersey. V-neck and buttons at front, 3/4-length puff sleeves, seam at yoke, and rounded hem with short slits at sides."
ukbench00743,Fine-knit Sweater,"Fine-knit, slightly sheer sweater with dropped shoulders and long sleeves. Appliqu?s at front."
ukbench00744,Seamless Bra,"Soft-cup bra in thick melange jersey with lined cups. Adjustable shoulder straps, wide elastication at lower edge, and no fasteners. Seamless."
ukbench00745,Beaded Kimono Dress,"Long V-neck dress in woven fabric with beaded embroidery at top. Hook-and-eye fastener and ties at front. Cut-out section and concealed zip at back. Wide, 3/4-length sleeves with opening at inner arm. Skirt with outer, divided layer at front, inner layer, and short liner skirt."
ukbench00746,Beaded Kimono Dress,"Long V-neck dress in woven fabric with beaded embroidery at top. Hook-and-eye fastener and ties at front. Cut-out section and concealed zip at back. Wide, 3/4-length sleeves with opening at inner arm. Skirt with outer, divided layer at front, inner layer, and short liner skirt."
ukbench00747,Running Tights,"Running tights in fast-drying, functional fabric. Elastication and concealed drawstring at waist, ventilating mesh sections, and key pocket at back with zip. Reflective details. Zips at hems."
ukbench00748,Lace Thong,Thong in lace with decorative elastic straps at waist and a lined gusset.
ukbench00749,Lace Push-up Bra,"Push-up bra in lace and mesh with decorative straps at front and narrow, adjustable shoulder straps. Molded, padded underwire cups to maximize bust and cleavage."
ukbench00750,Fitted Jacket,"Fitted jacket in woven fabric with imitation leather details, welt front pockets, and no buttons. Lined."
ukbench00751,Lyocell Shorts,"CONSCIOUS. Short shorts in woven Tencel? lyocell fabric. Elasticized drawstring waistband, side pockets with decorative zips, and sewn cuffs at hems."
ukbench00752,Patterned Jumpsuit,"Short-sleeved jumpsuit in woven fabric with a printed pattern. V-neck, wrap-front top section with concealed snap fastener at front, and elasticized waist with removable tie belt. Side pockets and wide, slightly tapered legs."
ukbench00753,Linen-blend MAMA Dress,"A-line dress in soft, linen-blend jersey. Shoulder straps and racer back in lace."
ukbench00754,Patterned Maxi Dress,"Flared maxi dress in airy woven fabric with a printed pattern. Narrow adjustable shoulder straps, decorative lacing at top, and racer back. Unlined. Made partly from Tencel? lyocell."
ukbench00755,Chiffon Top,"Top in Cr?pe chiffon with floral Appliqu?s at front, narrow shoulder straps, and high slits at sides. Lined with chiffon at top."
ukbench00756,Biker Vest,"Biker vest in imitation leather with diagonal zip at front. Lapels with snap fasteners, three pockets with zip, and one smaller pocket with flap and snap fastener. Attached belt at hem with metal buckle. Lined."
ukbench00757,V-neck Tunic,CONSCIOUS. Wide-cut tunic in airy woven fabric with a V-neck and collar at top. Long sleeves with wide cuffs. Rounded hem with slits at sides. Slightly longer at back. Made partly from recycled polyester.
ukbench00758,Denim Bib Overall Shorts,"Bib overall shorts in washed stretch denim with heavily distressed details, adjustable suspenders, and a bib pocket. Side pockets, back pockets, buttons at sides, and sewn cuffs at hems."
ukbench00759,Yoga Tights,Ankle-length yoga tights in fast-drying functional fabric with wide ribbing at waist and concealed mesh key pocket in waistband.
ukbench00760,Sleeveless Blouse,"Sleeveless blouse in woven fabric. Two chest pockets, buttons at back, and contrasting trim at neckline, armholes, and pockets."
ukbench00761,Crinkled Dress,"Short, V-neck dress in crinkled, woven fabric with inset decorative lace trim. Buttons and pin-tucks at top, long sleeves, and drawstring at waist. Unlined."
ukbench00762,Sports Arm Pouch,"Sports arm pouch in fast-drying functional fabric for a smartphone. Touchscreen window, adjustable Velcro fastener, and media outlets at both short sides. Fits smartphones up to 2.95 x 5 .71 in."
ukbench00763,Jacket with Shawl Collar,"Straight-cut jacket in woven fabric with a shawl collar. Chest pocket, welt pockets with flap, buttons at cuffs, and vent at back. Lined."
ukbench00764,Sleeveless Lace Top,"Wide-cut, sleeveless top in embroidered mesh and lace."
ukbench00765,Socks,Stockings for use with garter belt. 20 denier.
ukbench00766,Hooded Sweatshirt Cardigan,"Cardigan in sweatshirt fabric with a lined hood, diagonal front zip, and side pockets. Raw edges at cuffs and hem."
ukbench00767,3/4-length Outdoor Pants,"3/4-length outdoor pants in fast-drying, breathable, functional stretch fabric. Elasticized drawstring waistband, side pockets with zip, and tapered legs with elasticized hems."
ukbench00768,Patterned Dress,"Sleeveless dress in woven fabric with a printed pattern, cut-out section at back, and elasticized seam at waist. Lined."
ukbench00769,Microfiber and Lace Boy Shorts,Boy shorts in microfiber and lace with a lined gusset.
ukbench00770,Short Jersey Top,"Short, sleeveless top in soft, washed jersey with a small stand-up collar. Sewn cuffs around armholes."
ukbench00771,MAMA Pants Super skinny fit,Pants in washed stretch twill with ultra-slim legs. Mock pockets at front and regular pockets at back. Wide ribbing at waist for added comfort.
ukbench00772,MAMA Jersey Top,CONSCIOUS. Fitted jersey top in an organic cotton blend with 3/4-length sleeves. Elastication at sides for improved fit.
ukbench00773,Bib Overall Shorts,"&DENIM. Bib overall shorts in washed denim with heavily-distressed details. Double bib pocket, side pockets, coin pocket, and back pockets. Adjustable suspenders, buttons at sides, and sewn cuffs at hems."
ukbench00774,Soft-cup Lace Bra,"Soft-cup bra in lace with wide elastication at lower edge, mesh-lined cups, and hook-and-eye fasteners at back. For a natural shape and light support."
ukbench00775,Lace Push-up Bra,"Push-up bra in lace with padded underwire cups. Removable inserts to maximize bust and cleavage, narrow adjustable shoulder straps, and hook-and-eye fastener at back."
ukbench00776,Sleeveless Dress,"Short dress in woven fabric with narrow, adjustable shoulder straps, flounce at top, and an elasticized seam at waist. Unlined."
ukbench00777,Sleeveless Dress,"Short dress in woven fabric with narrow, adjustable shoulder straps, flounce at top, and an elasticized seam at waist. Unlined."
ukbench00778,Jersey Top,"Straight-cut, V-neck top in soft jersey. Dropped shoulders, 3/4-length sleeves, and one chest pocket. Short slits at sides and slightly longer back section."
ukbench00779,Jersey Pajamas,Pajama set in soft cotton jersey. Short-sleeved top with printed design at front and short shorts with elasticized drawstring waistband.
ukbench00780,Sleeveless Dress,"Sleeveless dress in woven Cr?pe fabric with cut-out sections at back. Hook-and-eye fastener at back of neck. Skirt with double-layer fabric at back, high slit in top layer. Partly lined."
ukbench00781,Sleeveless Blouse,Sleeveless Cr?pe blouse with cut-out sections at back. Hook-and-eye fastener at back of neck and small slits at sides.
ukbench00782,Wrap-front Skirt,"Short, wrap-front skirt in woven fabric with a concealed zip at back. Lined."
ukbench00783,Short-sleeved Jumpsuit,"Jumpsuit in jersey with short sleeves and short legs. Chest pocket, button at back of neck, elasticized seam at waist, and side pockets."
ukbench00784,MAMA Glittery Dress,"Sleeveless V-neck dress in airy jersey with glittery threads. Seam below bust, concealed back zip, and jersey lining."
ukbench00785,Padded Underwire Bra in Lace,"Bra in lace with molded, padded underwire cups to lift and shape."
ukbench00786,Pumps,Pumps in imitation suede with rubber soles. Heel height 3 1/4 in.
ukbench00787,Long Chiffon Blouse,"Long, gently flared chiffon blouse. Long sleeves, concealed buttons at front, and buttons at cuffs. Asymmetric hem with slits at sides. Longer at back."
ukbench00788,Lace Bustier,"Lace bustier. Padded underwire cups with removable inserts (not in size 38C) that lift and shape. Boning at sides, and detachable, adjustable shoulder straps."
ukbench00789,MAMA 3/4-length Leggings,"CONSCIOUS. 3/4-length leggings in soft, organic cotton jersey. Elasticized waistband."
ukbench00790,Parka,"Parka in washed cotton canvas. Drawstring hood, zip and wind flap at front with concealed snap fasteners, decorative chest pocket, and front pockets with flap and fastener. Drawstring at waist and hem, snap fastener at cuffs, and back vent. Lined."
ukbench00791,Scuba-look Skirt,"Knee-length skirt in thick, scuba-look jersey. Concealed, elasticized waistband. Mesh trim inserts at hem. Unlined."
ukbench00792,Short-sleeved Henley Shirt,CONSCIOUS. Short-sleeved henley shirt in ribbed organic cotton jersey. Scoop neckline and buttons at front.
ukbench00793,Short-sleeved Henley Shirt,CONSCIOUS. Short-sleeved henley shirt in ribbed organic cotton jersey. Scoop neckline and buttons at front.
ukbench00794,Textured-knit Dress,Short-sleeved dress in textured jersey with a seam at waist and circle skirt. Unlined.
ukbench00795,Silk Chiffon Maxi Dress,"PREMIUM QUALITY. Maxi dress in mulberry-silk chiffon with a glittery embroidered pattern. V-neck, long sleeves with tie at cuffs, empire waist, and concealed back zip. High slits at sides. Short jersey liner dress."
ukbench00796,Silk Chiffon Blouse,"PREMIUM QUALITY. Wide-cut blouse in sheer, mulberry-silk chiffon with a glittery embroidered pattern. V-neck, cut-out sections at shoulders, long balloon sleeves with drawstring at cuffs, and box pleat at back of neck. Rounded hem. Slightly longer at back."
ukbench00797,T-shirt with Printed Design,T-shirt in soft jersey with a printed design at front.
ukbench00798,5-pack ankle socks,Fine-knit socks in various colours and designs.
ukbench00799,Skirt,"Knee-length, jacquard-knit skirt with concealed elastication at the waist. Unlined."
ukbench00800,Jersey Top,Top in slub jersey with a slight sheen. Short puff sleeves with wide ribbing at cuffs and a gently rounded hem.
ukbench00801,Embroidered Skirt,Short skirt in jersey with elasticized waistband. Layer of embroidered imitation suede at front.
ukbench00802,T-shirt with Printed Design,"T-shirt in jersey with a printed design, raw edges, and a rounded hem. Slightly longer at back."
ukbench00803,Short Top,"Short, wide-cut T-shirt in jersey with a printed design and raw-edge hem."
ukbench00804,Ribbed Tank Top,"CONSCIOUS. Tank top in ribbed, organic cotton jersey with narrow shoulder straps."
ukbench00805,Sleeveless Tank Top,Tank top in soft jersey with a printed pattern and a gently rounded hem. Slightly longer at back.
ukbench00806,MAMA V-neck Tunic,"V-neck tunic in airy, lightly Cr?ped woven fabric. Empire waist with drawstring below bust and long, wide-cut sleeves with elastication and ties at cuffs. Slits at sides and slightly longer back section."
ukbench00807,Linen-blend Henley Shirt,Henley shirt in linen-blend jersey with buttons at front and ribbed cuffs.
ukbench00808,Coat,"Coat in textured woven fabric. Front pockets, 3/4-length sleeves with sewn cuffs, vent at back, and no buttons. Unlined."
ukbench00809,MAMA Sweater,Fine-knit jumper in soft yarn containing some wool with a slightly wider neckline and long sleeves.
ukbench00810,Patterned Dress,"Fitted, sleeveless dress in thick, scuba-look jersey with a printed pattern. Concealed zip at back. Unlined."
ukbench00811,Chiffon Cardigan,"Cardigan in slightly sheer chiffon with a printed pattern, long sleeves, and no buttons. Draping at front."
ukbench00812,Jersey Top,V-neck top in jersey with short sleeves and rounded hem. Longer back section with seam.
ukbench00813,Jersey Top,V-neck top in jersey with short sleeves and rounded hem. Longer back section with seam.
ukbench00814,Sleeveless Top,"Sleeveless, fitted top in thick jersey. V-neck at front and visible zip at back. Flared hem on left side for a draped, billowing effect. Lined at top."
ukbench00815,T-shirt Dress,Short T-shirt dress in jersey with inset mesh sections.
ukbench00816,T-shirt Dress,Short T-shirt dress in jersey with inset mesh sections.
ukbench00817,Sleeveless Jersey Top,"Sleeveless, V-neck top in cotton slub jersey with flounce at hem."
ukbench00818,Dress,"Sleeveless, figure-fit dress in woven fabric with a low stand-up collar, lapels, concealed press-studs at the front, shoulder tabs, a decorative zip at the top, decorative pocket flaps on the front of the skirt, and a tie at the waist. Lined."
ukbench00819,Rib-knit Top,"Short, sleeveless, rib-knit top with crossed straps at back."
ukbench00820,Sleeveless Dress,"Short, sleeveless, fitted dress in jersey with inset mesh sections."
ukbench00821,Sleeveless Dress,"Short, sleeveless, fitted dress in jersey with inset mesh sections."
ukbench00822,Dress,"Wraparound maxi dress in hole-patterned jersey with Cr?pe weave sections at the waist and cuffs, long, open sleeves, an open section at the back and covered buttons at the waist and cuffs. Lined at the front of the top and with a short skirt."
ukbench00823,Top,"Short, V-neck top in chiffon with narrow shoulder straps made of round metal links that cross at the back. Lined."
ukbench00824,Rib-knit Skirt,"Melange, rib-knit skirt with elasticized waistband. Unlined."
ukbench00825,Rib-knit Sweater,"m?lange, rib-knit sweater in a longer style. 3/4-length sleeves with short ruffles at ends. Slits at sides."
ukbench00826,Top in Slub Jersey,Top in slub jersey with a slight sheen. Low-cut V-neck at back and narrow shoulder straps.
ukbench00827,Denim Skirt,Short skirt in washed denim with buttons and pockets at front.
ukbench00828,Culottes,"Wide-leg, calf-length pants in woven Cr?pe fabric. Pleats at front, side-seam pockets, and welt back pockets."
ukbench00829,Cr?pe Blouse,"Wide-cut blouse in woven Cr?pe fabric with lace inserts. Tie at neck, opening at back, 3/4-length sleeves with ruffle at cuffs, and wide flounce at hem. Slightly longer at back."
ukbench00830,Crinkled Blouse,"Wide-cut blouse in a crinkled, woven fabric. V-neck, embroidered, slightly sheer section at shoulders, and long sleeves with elasticized cuffs."
ukbench00831,Short Tank Top,Short jersey tank top with raw edges at armholes and hem.
ukbench00832,V-neck Top,"V-neck top in woven Cr?ped fabric with short sleeves, decorative stitching at front, and slits at sides."
ukbench00833,Tank Top with Printed Design,Wide-cut tank top in soft jersey with a printed design.
ukbench00834,Tank Top with Printed Design,Wide-cut tank top in soft jersey with a printed design.
ukbench00835,Sleeveless Blouse,"Long, sleeveless blouse in woven fabric. Collar, buttons at front, and two chest pockets. Tie at waist and slits at sides."
ukbench00836,Short Off-the-shoulder Blouse,"Short, off-the-shoulder blouse in crinkled, woven fabric with a printed pattern. Short sleeves, smocking at neckline, and a scalloped hem."
ukbench00837,Top,"Blouse in a softly draping satin weave with a V-neck, buttons at the front and long sleeves with decorative pintucks at the cuffs."
ukbench00838,Embroidered Top,"Short, wide-cut top in cotton jersey with openwork embroidery. Cap sleeves."
ukbench00839,Lace Dress,Short dress in embroidered mesh with long sleeves. Jersey liner dress with narrow shoulder straps.
ukbench00840,V-neck Blouse,Wide-cut blouse in airy woven fabric. V-neck with buttons at front and 3/4-length sleeves with buttons at cuffs.
ukbench00841,V-neck Blouse,Wide-cut blouse in airy woven fabric. V-neck with buttons at front and 3/4-length sleeves with buttons at cuffs.
ukbench00842,Wide-cut Top,"Wide-cut, sleeveless top in airy woven fabric with a printed pattern. Low-cut neckline front and back, buttons at front, decorative lace trim, and two tiers to hem."
ukbench00843,Wide-cut Top,"Wide-cut, sleeveless top in airy woven fabric with a printed pattern. Low-cut neckline front and back, buttons at front, decorative lace trim, and two tiers to hem."
ukbench00844,Flare High Waist Jeans,"5-pocket jeans in washed superstretch denim. Braided details at front, high waist, and flared legs."
ukbench00845,Jacket,"Kimono in cotton canvas with an embroidered pattern, 3/4-length sleeves, front pockets and no buttons. Lined."
ukbench00846,Fine-knit Sweater,"Soft, fine-knit sweater with a decorative hole pattern along side seams. Open back and chiffon liner top attached at shoulders. Short slits at sides of hem."
ukbench00847,Jacquard-knit Cardigan,"Wide-cut, jacquard-knit cardigan with 3/4-length sleeves and no buttons."
ukbench00848,Pleated Skirt,"Short, pleated skirt in soft, plaid twill with concealed side zip. Unlined."
ukbench00849,Patterned Jazz Pants,Jazz pants in jersey with a printed pattern. Elasticized waistband and flared legs.
ukbench00850,Short Skirt,"Short, flared skirt in imitation leather with concealed side zip."
ukbench00851,Top with Sequins,Short-sleeved jersey top with sequined embroidery at front and a gently rounded hem.
ukbench00852,Top with Sequins,Short-sleeved jersey top with sequined embroidery at front and a gently rounded hem.
ukbench00853,Top with Sequins,Short-sleeved jersey top with sequined embroidery at front and a gently rounded hem.
ukbench00854,Top with Sequins,Short-sleeved jersey top with sequined embroidery at front and a gently rounded hem.
ukbench00855,Wide-cut Blouse,"Wide-cut blouse in airy, gently creped woven fabric with a small stand-up collar. Buttons at front, yoke at front and back, and rounded hem. Slightly longer at back."
ukbench00856,Pencil Skirt,"Knee-length, rib-knit pencil skirt with elasticized waistband."
ukbench00857,Jersey Top with Slits,Short-sleeved top in soft jersey with high slits at sides.
ukbench00858,Dress,"Figure-fit dress in jersey with a glitter print containing some metal threads. The dress is sleeveless with a seam at the waist, bare back and a neckline with a hook-and-eye fastener at the back of the neck. The top is lined at the front."
ukbench00859,Jacket with Shawl Collar,"Fitted jacket in woven fabric with a shawl collar. 3/4-length draped sleeves, pockets at front, and no buttons. Slightly longer at front. Lined."
ukbench00860,Reversible Vest,"Reversible, lightly padded vest with a quilted side and a checked side. Visible two-way zip at front, side pockets, and ribbing at neckline."
ukbench00861,Sleeveless Dress,"Short, fitted dress in woven fabric. Chest pockets and front pockets with flap, concealed zip at front, and seam at waist. Lined."
ukbench00862,Lace Blouse,"Wide-cut blouse in lace with 3/4-length sleeves. Rounded hem, slightly longer at back."
ukbench00863,Lace Blouse,"Wide-cut blouse in lace with 3/4-length sleeves. Rounded hem, slightly longer at back."
ukbench00864,Fringed Vest,"Soft, loose-knit vest with wool content. Long fringe trim and no buttons."
ukbench00865,Sleeveless Jersey Dress,Sleeveless dress in jersey with a rounded hem and longer back section.
ukbench00866,Pilot Jacket,"Padded bomber jacket in a satin weave with a zip at the front, side pockets, ribbing with a slight sheen at the neckline, cuffs and hem and quilted sleeves. Lined."
ukbench00867,Jersey Dress,"Fitted, knee-length dress in washed cotton jersey. Open back with narrow shoulder straps joined at center, and concealed side zip. Slit at back. Unlined."
ukbench00868,Twill Pants Slim fit,5-pocket pants in washed stretch cotton twill. Regular waist and slim legs.
ukbench00869,Peplum Top,Sleeveless peplum top.
ukbench00870,Peplum Top,Sleeveless peplum top.
ukbench00871,Linen-blend Cargo Pants,"Cargo pants in washed, woven cotton and linen fabric. Regular waist and tapered legs. Side pockets, welt back pockets, and leg pockets with flap and concealed fastener. Fabric belt with metal rings."
ukbench00872,Chiffon Blouse,"Straight-cut blouse in chiffon with a lace yoke and V-neck. Two chest pockets, buttons at front, and long sleeves with tab and button. Slightly longer at back."
ukbench00873,Jumpsuit,"Long-sleeved jumpsuit in a light Cr?pe weave with a print pattern, V-neck, hook-and-eye fastener at the front, elasticated seam and a tie belt at the waist, side pockets and wide, tapered legs. Unlined."
ukbench00874,Short Lace Top,"Short top in ribbed jersey with short, lace-covered sleeves and lace-covered front section."
ukbench00875,MAMA Jersey Camisole Top,Flared camisole top in soft jersey with narrow shoulder straps. V-neck at front and back.
ukbench00876,MAMA Jersey Camisole Top,Flared camisole top in soft jersey with narrow shoulder straps. V-neck at front and back.
ukbench00877,MAMA Patterned Jersey Dress,"Wide-cut dress in airy jersey with a printed pattern. V-neck front and back, narrow shoulder straps, and a tie at waist."
ukbench00878,Patterned Jumpsuit,"CONSCIOUS. V-neck jumpsuit in woven fabric with a printed pattern and narrow shoulder straps. Opening at back with button at back of neck. Elasticized seam at waist, side pockets, and wide, tapered legs. Made partly from recycled polyester."
ukbench00879,Short Coat,"Coat in lightly creped, woven fabric with dropped shoulders, long sleeves, and side pockets. Tie belt at waist. Lined."
ukbench00880,Pencil Skirt,"Pencil skirt in thick jersey with an elasticized waistband, concealed back zip, and slit at back. Unlined."
ukbench00881,Ribbed Tank Top,Rib-knit tank top with a rounded hem.
ukbench00882,Running Tank Top,"Running tank top in fast-drying, functional fabric with a racer back and perforated section at back."
ukbench00883,Embroidered Jersey Top,Sleeveless top in slub jersey with embroidery and fringe at front. Gathered stand-up collar with tie at one side and an overlocked edge.
ukbench00884,Textured Dress,"Sleeveless dress in woven, textured stretch fabric. Narrow cut at top, gentle A-line shape, and concealed back zip. Lined at top."
ukbench00885,Linen-blend Top,V-neck top in a linen-blend jersey with short sleeves. Low-cut neckline at back with decorative straps joined by metal rings.
ukbench00886,Top with Lace,Fitted top in jersey with a lace section at top. Short sleeves.
ukbench00887,Textured Bustier,Bustier in texture-patterned jersey with wide shoulder straps. Unlined.
ukbench00888,Pajama Pants,"Pajama pants in lightweight sweatshirt fabric. Elasticized drawstring waistband, ribbed hems, and soft, brushed inside."
ukbench00889,Pajama Pants,"Pajama pants in lightweight sweatshirt fabric. Elasticized drawstring waistband, ribbed hems, and soft, brushed inside."
ukbench00890,Pajama Pants,"Pajama pants in lightweight sweatshirt fabric. Elasticized drawstring waistband, ribbed hems, and soft, brushed inside."
ukbench00891,Wide-cut Blouse,Wide-cut blouse in lightly Cr?ped woven fabric with short dolman sleeves. Slits at sides.
ukbench00892,Poncho,"Poncho in airy, woven fabric with a printed flock design. Fringe at hem. Size 37 1/2 x 55 in."
ukbench00893,Patterned Jersey Dress,"Sleeveless dress in jacquard-knit jersey. V-neck and visible zip at back, seam at waist, and gently flared skirt. Unlined."
ukbench00894,Coat,Straight-cut coat in textured jersey with front pockets and no buttons. Lined.
ukbench00895,Lyocell-blend Skirt,"Skirt in woven fabric in a cotton and linen blend with Tencel? lyocell content. Tie belt at waist, seam at center front and back, patch pockets at front, and back pockets."
ukbench00896,Jersey Ribbon Top,"Sleeveless top in ribbon-cut jersey with deep armholes, fringe at hem, and raw edges."
ukbench00897,Patterned Sweater,"Short, fine-knit sweater with a printed pattern, dropped shoulders, and long sleeves. Wrap-style back section."
ukbench00898,Denim Shirt,"Long-sleeved shirt in soft, washed denim. Chest pockets with flap and snap fastener. Gently rounded hem."
ukbench00899,Jacquard-weave Skirt,"Short, jacquard-weave skirt with back zip. Lined."
ukbench00900,V-neck Blouse,"Straight-cut, V-neck blouse in woven fabric. Chest pocket, long sleeves with buttons at cuffs, and a gently rounded hem."
ukbench00901,Cotton Shirt,"Straight-cut shirt in airy cotton fabric with a narrow turn-down collar. Pearlescent buttons at front, long sleeves, and rounded hem. Slightly longer at back."
ukbench00902,Cotton Shirt,"Straight-cut shirt in airy cotton fabric with a narrow turn-down collar. Pearlescent buttons at front, long sleeves, and rounded hem. Slightly longer at back."
ukbench00903,Cotton Shirt,"Straight-cut shirt in airy cotton fabric with a narrow turn-down collar. Pearlescent buttons at front, long sleeves, and rounded hem. Slightly longer at back."
ukbench00904,Crinkled Dress,"Short dress in crinkled, woven fabric with hemstitch embroidery. Narrow, adjustable shoulder straps, opening at back with lacing, seam at waist, and a flared skirt. Unlined."
ukbench00905,Short Shirt,"Short shirt in woven fabric with a turn-down collar. Chest pocket, buttons at front, and long sleeves."
ukbench00906,MAMA Satin Blouse,"V-neck satin blouse with short sleeves, hem-stitch embroidery at front, and a rounded hem."
ukbench00907,Puff Blouse,Puff blouse in airy woven fabric with a wide neckline. Smocking at cuffs and hem.
ukbench00908,Puff Blouse,Puff blouse in airy woven fabric with a wide neckline. Smocking at cuffs and hem.
ukbench00909,Long Cardigan,"Long cardigan in a loose, fine knit in m?lange yarn. No buttons."
ukbench00910,Long Cardigan,"Long cardigan in a loose, fine knit in m?lange yarn. No buttons."
ukbench00911,Sleeveless Jumpsuit,"Jumpsuit in airy woven fabric with narrow shoulder straps. Opening at back with ties at back of neck, elasticized seam at waist, side pockets, and short legs. Unlined."
ukbench00912,Sleeveless Jumpsuit,"Jumpsuit in airy woven fabric with narrow shoulder straps. Opening at back with ties at back of neck, elasticized seam at waist, side pockets, and short legs. Unlined."
ukbench00913,Strapless Dress,"Strapless dress with an elasticized bodice, short chiffon skirt with a jersey lining, and a visible back zip."
ukbench00914,Fine-knit Cardigan,"Fine-knit, slightly sheer cardigan with no buttons."
ukbench00915,Wide-cut Pants,"Wide-cut pants in woven fabric with printed pattern, elasticized waistband, and gently flared legs."
ukbench00916,Skinny Low Ankle Jeans,"5-pocket, low-rise jeans in washed stretch denim with ultra-slim, ankle-length legs. Heavily distressed details at knees and raw-edge hems."
ukbench00917,Kimono with Beaded Embroidery,"Kimono in creped, woven fabric with bead and sequin embroidery at shoulders and back. No buttons."
ukbench00918,Jersey Dress,"Sleeveless short dress in jersey. Double, narrow shoulder straps, racer back with cut-out section, and rolled raw-edge hem."
ukbench00919,Tank Top,Tank top in washed cotton jersey with distressed details and racer back with intertwined straps.
ukbench00920,Ribbed Top,Sleeveless top in ribbed jersey with raw edges and rounded hem. Slightly longer back section with seam.
ukbench00921,Lace Skirt,"Short lace skirt with wrap front, concealed elastication at waist, and jersey lining."
ukbench00922,Lace Skirt,"Short lace skirt with wrap front, concealed elastication at waist, and jersey lining."
ukbench00923,Lace Top,Short lace top with an open back. Narrow cut at top with a tie around neckline that ties at back of neck. Lined at front.
ukbench00924,Super Skinny Low Jeans,"5-pocket, low-rise jeans in washed stretch denim with ultra-slim legs and heavily distressed details."
ukbench00925,Super Skinny Low Jeans,"5-pocket, low-rise jeans in washed stretch denim with ultra-slim legs and heavily distressed details."
ukbench00926,Girlfriend Jeans,"Ankle-length, 5-pocket, low-rise jeans in washed denim with a slightly looser fit. Heavily distressed details and tapered legs."
ukbench00927,Beaded Jersey Dress,"Fitted, calf-length dress in soft jersey with a heavy drape. Beaded embroidery, narrow cut at top, and high slit at back. Open back with straps that join at back of neck with hook-and-eye fastener. Lined."
ukbench00928,Fine-knit Vest,"Long, fine-knit vest in soft, textured yarn. Draped shawl collar and no buttons. Slightly longer at front."
ukbench00929,3/4-length Sports Sweatpants,"3/4-length sports sweatpants with an elasticized drawstring waistband, side pockets, and ribbed hems."
ukbench00930,Glittery Dress,"Fitted, sleeveless dress in jersey with metallic threads. Seam at back of waist with wrapover draping. Open back with strap and hook-and-eye fastener at back of neck. Lined."
ukbench00931,Lace Top,"Sleeveless top in jersey with a lace section at front. Opening  at back of neck with button, rounded hem at front, and slits at sides."
ukbench00932,Lace Top,"Sleeveless top in jersey with a lace section at front. Opening  at back of neck with button, rounded hem at front, and slits at sides."
ukbench00933,Parka,"Parka in woven fabric with a hood, diagonal zip at the front, drawstring at the waist, front pockets and long sleeves with a tab and button. Unlined."
ukbench00934,Asymmetrical Top,"Sleeveless top in slightly sheer, double-layer chiffon. Raw-edge hem around neckline and armholes. Asymmetric hem with longer, patterned section on one side."
ukbench00935,Flare Jeans,5-pocket jeans in washed stretch denim with a high waist and flared legs.
